61,50
57,56
44,69
39,59
62,41
62,63
39,56
53,44
21,4
49,4
51,13
33,52
69,29
69,48
51,53
47,7
1,27
51,6
6,33
49,43
69,47
47,61
53,4
4,1
45,61
45,8
7,27
25,9
18,7
21,7
66,51
52,69
65,49
35,5
5,40
29,7
19,9
48,1
13,33
8,11
69,57
3,10
48,53
27,1
54,59
53,53
5,21
69,58
66,65
61,58
40,47
51,46
11,1
38,69
68,43
45,69
19,3
5,4
3,18
5,23
35,2
45,67
59,64
37,9
6,13
6,17
49,41
67,43
51,47
51,11
67,53
53,67
11,36
7,9
45,49
53,52
21,1
1,29
19,7
9,2
13,1
7,36
40,53
58,47
44,53
17,23
55,56
61,67
39,50
57,10
45,62
5,12
35,3
3,37
13,20
48,65
67,46
30,7
39,55
70,49
45,48
37,1
15,17
49,12
1,26
46,1
43,61
37,45
55,61
13,17
55,1
33,51
43,55
3,13
54,43
5,31
39,57
49,53
59,39
55,64
59,67
56,43
49,5
9,16
21,2
3,36
44,55
67,40
53,66
51,65
12,11
55,60
65,42
21,13
63,62
64,35
57,50
14,13
51,50
43,9
46,67
58,9
51,60
66,37
7,13
9,27
57,63
47,5
35,4
1,2
52,11
5,37
56,69
43,49
53,9
5,7
47,69
6,7
10,31
12,13
61,63
6,3
45,46
4,15
1,16
51,58
37,53
17,1
19,11
11,33
13,16
65,51
49,42
48,45
63,47
52,57
68,51
61,3
45,7
34,3
6,25
51,14
51,45
7,11
57,57
9,23
54,11
57,61
38,47
65,56
31,4
7,33
67,49
58,65
61,49
5,28
1,8
12,9
53,43
11,20
65,54
39,12
1,23
48,67
9,18
43,62
57,51
56,11
37,7
10,41
42,57
61,33
7,25
39,5
63,64
45,1
51,2
7,3
63,34
3,4
67,61
37,4
1,42
7,30
47,53
65,58
31,52
7,20
53,45
1,25
40,9
16,19
13,7
53,1
55,55
51,15
49,65
1,1
55,3
7,37
0,21
51,56
21,3
13,2
65,69
55,46
60,63
5,27
30,1
9,17
61,70
47,56
67,67
41,3
33,5
49,51
63,52
61,69
55,53
9,39
51,43
61,60
40,63
52,65
14,19
15,22
5,17
47,2
48,61
5,1
53,55
45,36
49,8
4,25
59,68
13,6
59,60
15,3
39,43
3,9
57,41
2,19
12,1
35,49
44,11
42,65
62,67
49,47
23,1
45,13
15,8
55,57
67,70
19,5
66,61
67,51
53,62
41,51
3,1
17,21
61,53
15,0
45,43
45,3
7,34
41,59
23,8
2,39
3,32
61,47
8,9
5,41
69,39
10,23
12,23
53,11
49,1
57,1
39,67
38,1
59,69
47,50
57,54
53,33
48,55
49,63
29,17
12,15
15,9
51,9
45,59
60,47
54,39
27,17
45,44
49,56
35,6
45,58
43,63
41,4
49,55
67,69
58,57
39,2
23,21
43,6
69,65
52,5
39,8
7,31
5,35
54,7
47,51
39,11
8,29
5,25
49,61
27,8
43,56
61,43
9,37
18,5
36,3
67,56
53,69
11,13
41,67
11,21
19,17
19,35
58,69
1,14
1,3
57,55
11,31
55,51
21,19
43,47
43,53
13,27
4,41
69,63
63,46
15,7
32,3
44,3
7,7
23,6
13,25
15,28
48,63
13,15
19,1
33,8
14,39
57,49
63,53
2,1
7,28
17,3
64,65
39,9
55,8
61,65
19,6
15,31
52,61
53,61
2,11
0,39
45,54
47,10
5,9
47,9
21,15
35,48
41,9
63,50
3,8
49,6
67,65
9,25
51,48
61,40
56,41
69,66
25,3
7,21
15,1
47,3
33,3
2,23
4,17
15,15
61,59
7,19
39,45
31,54
19,24
11,34
60,53
41,12
14,25
21,25
68,61
1,5
38,11
51,51
41,58
45,65
54,9
10,25
5,5
67,54
5,20
4,27
2,13
49,69
42,61
3,34
43,69
60,43
65,66
24,21
37,0
69,43
64,51
17,14
15,32
50,61
46,69
17,19
11,35
9,33
16,5
55,49
50,11
27,5
50,35
69,36
11,8
40,5
51,1
15,10
7,18
37,52
43,48
67,59
7,15
53,68
49,7
1,39
48,7
39,63
7,41
14,9
10,9
53,0
16,3
13,35
23,12
10,13
17,9
63,68
14,29
43,64
55,13
17,8
41,65
11,29
39,62
42,43
63,69
1,34
11,3
51,41
1,17
50,49
36,7
63,57
62,53
48,15
55,5
8,37
69,46
43,44
44,5
47,65
68,49
8,7
69,69
15,11
4,35
3,31
15,5
37,3
17,17
50,47
14,5
7,43
41,7
11,28
60,55
53,54
4,11
69,55
57,69
41,10
46,9
39,4
36,53
65,45
25,6
47,1
57,46
27,23
69,45
5,19
39,60
51,64
1,7
13,21
7,35
51,3
41,48
11,7
57,67
49,3
49,10
15,14
64,43
37,39
41,61
13,13
37,5
20,9
2,21
53,63
33,1
13,31
7,1
49,59
5,6
65,67
46,5
51,49
47,63
47,67
13,18
69,41
61,10
41,68
15,12
47,47
20,11
19,2
57,35
42,55
39,69
3,3
19,21
59,52
11,25
48,47
36,9
51,42
59,45
32,1
43,57
39,64
45,64
67,68
50,69
57,45
10,5
42,67
3,6
9,3
42,1
25,11
65,60
65,39
3,39
48,69
63,38
69,49
66,47
61,55
35,51
46,11
8,15
63,67
1,4
65,62
2,31
64,55
39,7
43,67
45,66
61,11
11,27
45,45
49,67
57,65
11,11
