62520,94824,58185
1881,64809,15856
26905,48605,19448
40769,80814,81090
21439,52625,45591
6199,78564,6862
94793,22297,51994
83965,28443,98203
99472,68501,50752
64639,28406,58472
53341,36975,79399
89020,61079,15987
87400,82384,24380
81905,62634,75964
87767,93067,10105
97995,43621,74982
60196,48027,1243
78333,17667,40970
94223,49544,88316
9312,88154,87987
6192,50216,81115
16904,36384,1101
51376,16801,54123
29081,60988,20710
17641,2999,76467
49671,35727,59847
94714,37334,39264
85083,35410,7298
65389,54860,72129
92062,52360,70610
60633,23939,79249
87076,91684,55494
6956,54854,50197
38876,32992,80453
25582,82303,42264
39844,58434,20074
57647,56275,64807
55423,88273,87002
85446,28400,68836
25409,17848,2676
41164,60147,3567
73910,69174,88412
31908,60030,2093
29811,49201,11835
18345,55542,16090
65916,36545,36537
64467,75240,70928
26927,72250,84399
19804,65544,94569
43803,98100,79507
81183,71518,82953
68115,34123,3661
16117,91830,49238
18743,63417,76061
68410,62022,41825
373,93683,30217
94215,94787,74058
42030,83449,21803
33873,16389,36896
27776,27675,98299
53513,94430,59645
15576,74542,80708
20709,61648,59975
89052,68444,87190
33312,16970,94113
42691,91557,14541
98274,55571,93616
87973,87379,98317
63696,96693,34868
21760,85381,41481
43037,92494,32684
40247,38344,2068
35728,19057,19995
63415,17290,93423
17166,96900,51975
89780,46855,42693
89536,21948,75331
41064,78050,31532
89845,59128,9259
65253,72509,37648
58173,63454,19078
99508,80730,91376
66237,31611,78121
53569,31524,91978
3844,89059,50294
36285,31439,74107
29492,23692,77207
35668,64032,86292
75606,53741,59265
3792,86028,57727
23698,53752,1506
80697,86218,35197
73718,57271,18687
31143,38444,43651
19891,64239,52959
11641,23176,53814
56533,58325,5339
35885,59261,66964
96741,7922,8419
16885,65555,94105
88106,36303,86334
45395,73129,14493
13814,31881,85304
82258,96357,6605
26270,52824,54505
13407,79507,10834
63656,33462,62807
93839,56382,62248
55623,28437,59820
41005,41394,38816
13047,33520,68405
17117,44516,3847
2457,37380,2152
65598,86576,64505
10431,5401,36227
89231,16932,37441
39616,44369,92939
92409,41407,87255
71578,41291,11652
81317,65753,75070
20385,64910,75361
17337,89959,48889
7571,13915,2664
53014,29544,86866
29106,44137,4157
38617,74642,21533
25807,63508,36073
53750,45284,51025
20896,80435,15230
18332,16535,76905
86618,74976,49816
40404,72866,23923
47939,98210,72911
28804,84742,88917
4491,4968,61193
10487,60732,13005
50651,20193,29335
78450,19452,71601
36522,25100,76037
68442,25437,75280
79894,42140,98875
36525,59767,33127
42714,96939,12362
91459,62721,92234
23507,52125,72918
75738,27325,78497
47500,22734,81754
74159,15360,75278
34916,10667,31411
90351,13532,5382
92625,88947,16592
59314,89481,26851
12503,56630,51451
68586,41517,63370
84468,57836,25554
97713,30501,42886
833,84246,46490
50909,63823,32931
89021,65667,64749
84437,59806,69197
84695,48129,68163
67862,89732,89931
73341,59569,98463
43695,211,73865
16080,62229,65245
55792,49175,60229
90059,82814,99746
49631,21270,30853
55570,24017,67982
8481,16574,9429
31675,89791,75104
87949,53038,17607
61884,92705,72082
54688,71704,20238
72479,5855,43945
61725,9940,56769
26224,98002,54039
2965,35865,66182
70144,17150,27460
95784,45236,4304
7278,39091,919
67323,21186,20007
16631,84667,4485
85689,4157,33293
74787,29608,74448
62002,85746,29431
33232,83092,35932
349,42059,43677
47015,48016,15666
16465,25083,35704
69496,5993,92646
79368,28046,57587
3765,764,95553
28801,15465,2561
36272,96990,3130
57270,17938,31432
51093,1929,15421
17202,80683,7671
23550,33564,62528
3942,80480,28121
96973,13975,93157
95239,92689,35891
91655,32816,68560
43273,22574,73915
95063,93033,46152
42125,58799,5885
95896,73268,15504
16574,32079,57365
13741,94437,5459
48400,51906,78690
99504,44442,36893
2551,37840,75155
62685,42813,98753
29779,23639,363
35614,87469,29861
17424,46624,58749
43772,70770,490
35976,8042,49906
7530,70663,68919
65068,25046,23526
6702,13302,18425
60867,90552,19550
27510,28864,59911
23288,43906,20145
63820,85702,16829
38386,34997,85339
21033,64372,42636
65764,33754,67713
19654,12694,42164
93232,42224,12697
97742,69770,5596
74636,28525,45822
76797,49057,39178
94119,56091,31588
67207,53115,72032
82772,11760,83479
4605,88531,19988
22469,44747,49468
60838,67701,82220
51617,63577,27779
75430,90828,70102
42887,12676,4045
87848,20366,73243
86321,21179,3928
45539,26857,61085
20318,47625,91711
78569,32399,20445
77864,69431,95750
55845,1890,55816
28612,68295,7607
51529,88358,91622
47893,27823,16508
58929,35158,78682
97593,16365,58336
29020,43194,99006
28518,75928,92965
11635,64066,17359
41092,68741,34445
40040,84209,49118
1471,90086,19969
61559,80802,86747
42422,32685,74681
8845,8607,56920
30838,51370,31813
66035,69814,28823
71384,13236,3302
74550,81290,38999
75424,29548,83778
15221,84878,27954
97920,5719,52506
13337,62565,47973
52167,73545,122
48747,14676,71532
11489,98691,89256
4455,27480,84523
24555,18329,61195
6212,33934,85470
66227,67731,85938
57353,53441,88357
10674,96832,14618
94736,12958,77102
43894,77630,11739
86273,886,89578
87272,67932,75286
86852,69115,51151
57907,79938,72199
15490,3246,8122
19456,5034,53379
35039,38743,53329
40832,20814,1790
31238,72026,42621
72650,50889,24598
47321,43517,89597
47263,47940,73891
72106,94972,48877
84014,22141,43727
64136,30376,64636
26789,98017,57178
98349,99236,90405
46262,29994,41998
99095,4310,51347
44968,42064,31870
80883,85934,53790
16997,82608,36029
4889,16979,13551
50896,84609,15953
54702,41135,75068
32239,10225,86424
36175,56291,49066
59670,35619,14407
39534,44317,71401
12278,38995,57227
50324,30340,41235
68253,67706,35342
16755,36556,27031
81900,65678,52821
96959,97973,18161
89885,13591,49396
88157,64844,42163
33103,7968,10682
41752,54663,33581
41053,63677,53652
25043,78187,27014
76600,27919,50493
78328,90192,37607
66450,65735,31725
39399,37494,55817
15949,25679,71060
44726,40228,84687
41581,68616,37920
90401,91429,93101
34067,53074,24422
53876,20420,88069
54231,61337,27768
45180,20693,58876
73124,449,14460
8292,64895,31762
69718,45159,79508
82359,24599,13375
73594,12901,77779
20706,63577,72537
19509,8077,13082
98196,7181,54418
92838,14407,24902
38777,69689,34550
87515,2609,93738
9698,60639,31033
65797,79680,96949
43360,12104,19689
76600,24484,77935
56767,66976,71315
85597,36444,28511
87041,21347,28392
22728,52859,7822
69483,73837,97240
47491,96443,82793
79599,54398,32150
43785,4397,18214
68741,7401,86712
10214,66303,26385
37662,65764,32785
1908,21921,83995
14010,77833,37108
21341,42452,53718
60752,21472,30511
64464,22655,96510
54338,5085,64217
31603,34059,26138
99954,31666,47083
41668,66146,21697
5085,43322,26261
83545,19190,7316
59175,96725,79674
84769,23892,9911
88696,39193,20725
15744,30490,10463
34017,23624,11522
54246,83312,14005
92039,5348,49379
30657,94361,7873
7147,93274,66584
23426,50893,36966
2750,88786,57191
54770,42002,28853
