departure location: 42-570 or 579-960
departure station: 45-101 or 118-967
departure platform: 36-374 or 394-958
departure track: 48-212 or 233-950
departure date: 41-481 or 492-953
departure time: 38-266 or 274-955
arrival location: 32-560 or 567-951
arrival station: 44-738 or 762-970
arrival platform: 40-675 or 685-949
arrival track: 25-320 or 344-954
class: 32-806 or 815-959
duration: 38-121 or 129-958
price: 35-692 or 706-957
route: 36-890 or 901-951
row: 35-282 or 288-964
seat: 35-445 or 469-954
train: 45-294 or 317-968
type: 44-240 or 265-960
wagon: 32-816 or 825-971
zone: 30-629 or 637-968

your ticket:
79,149,97,163,59,151,101,89,173,139,167,61,73,71,137,53,83,157,131,67

nearby tickets:
945,134,238,221,801,428,519,660,523,537,481,156,845,873,52,172,918,179,188,77
689,374,471,415,317,722,768,556,557,526,812,508,673,350,481,525,915,788,374,655
350,537,762,88,926,71,629,611,356,515,413,947,935,826,770,487,358,716,688,907
767,512,167,728,581,539,819,427,869,709,936,841,275,765,419,275,75,147,790,780
662,791,783,858,920,77,924,627,151,349,131,130,880,191,816,357,675,69,51,756
132,688,724,792,164,372,654,351,504,994,430,50,865,279,621,425,266,142,469,606
267,66,827,164,121,164,511,407,685,712,733,184,64,688,430,440,146,397,873,600
569,938,841,511,541,546,144,274,708,165,856,280,52,435,428,370,397,868,483,720
906,890,180,511,758,879,211,844,470,203,198,365,82,407,675,437,717,211,689,521
140,783,88,234,485,238,71,504,436,84,877,475,627,280,512,816,553,775,437,606
534,802,823,72,816,545,673,354,541,622,154,92,199,290,639,81,905,345,514,598
166,431,568,624,602,477,715,97,101,611,479,598,772,613,727,443,617,277,471,383
240,723,134,540,519,194,935,78,501,130,236,238,586,805,596,103,675,208,649,620
443,838,591,546,398,91,848,911,522,186,194,864,929,348,206,550,528,177,782,303
274,194,556,885,400,274,780,135,568,153,823,923,472,281,883,438,604,554,162,919
637,159,162,53,206,625,473,14,509,721,624,75,68,780,506,539,239,202,606,686
657,346,600,475,107,794,187,945,76,238,669,771,762,240,762,938,773,832,533,609
396,96,830,175,783,406,439,867,355,437,230,646,706,97,641,598,595,710,171,495
60,361,592,159,501,797,829,866,837,292,129,582,606,521,177,836,442,284,552,186
367,219,665,440,139,79,282,82,639,167,939,864,620,852,672,179,366,873,879,722
882,627,659,512,544,576,568,531,168,145,477,236,56,841,945,663,930,199,921,837
163,494,941,848,733,659,658,829,778,796,337,706,476,238,834,524,288,881,870,508
363,721,826,797,784,152,644,510,670,478,655,406,594,199,706,405,612,296,604,514
527,524,707,532,737,683,671,353,587,629,707,690,709,156,527,738,289,674,504,906
819,557,146,199,171,406,785,788,131,208,931,56,947,940,319,169,399,367,240,685
889,803,875,179,787,762,470,686,147,612,638,235,729,147,859,851,601,831,982,507
842,187,440,913,480,849,531,432,400,828,470,834,205,409,175,363,183,663,817,715
673,140,475,441,492,403,504,94,944,659,67,542,776,998,792,205,373,348,850,786
61,274,773,176,686,553,539,183,530,285,842,370,660,84,72,910,238,854,707,83
519,76,170,610,837,519,90,651,427,516,471,235,823,919,863,318,292,288,865,850
769,613,843,94,655,825,545,768,800,917,514,847,445,201,530,869,914,495,568,898
535,783,164,421,363,912,194,667,425,592,167,76,410,296,79,517,774,173,504,62
942,290,841,854,397,472,186,795,922,473,234,358,148,442,292,203,949,73,99,284
187,622,933,191,3,361,948,369,443,520,415,443,81,916,520,880,785,188,544,588
481,692,437,405,625,162,912,942,395,819,905,860,95,917,481,620,236,879,76,852
554,88,748,728,158,798,205,348,203,865,413,129,920,589,904,765,71,355,497,923
129,717,190,398,278,929,511,173,342,906,275,79,205,584,623,785,424,64,848,650
520,98,702,829,196,509,647,545,212,805,411,161,153,609,96,768,134,399,734,528
317,731,172,875,395,74,623,374,667,546,595,481,767,159,697,168,556,947,642,293
800,877,655,940,51,707,274,691,143,831,615,420,240,700,365,60,415,265,544,604
593,763,217,730,517,429,98,552,535,157,913,515,396,472,407,796,860,347,785,526
854,400,772,876,637,589,859,732,704,470,83,625,618,80,922,182,603,884,99,61
395,151,522,889,4,920,542,603,716,663,294,78,56,945,841,611,671,606,688,422
913,616,83,913,436,669,207,724,502,583,180,725,697,651,196,445,719,777,543,175
62,343,788,404,654,97,64,890,904,593,97,320,870,174,685,720,320,689,531,816
627,605,929,719,779,659,637,145,927,707,168,825,723,197,899,521,795,152,353,149
981,711,274,191,507,914,732,786,193,582,348,834,437,98,93,55,79,712,427,598
403,234,173,906,427,646,405,98,685,548,880,549,624,356,134,977,166,193,798,92
93,686,839,270,767,531,776,357,621,294,405,915,690,766,621,943,766,53,291,557
238,533,370,210,664,366,924,925,90,766,944,692,857,486,621,369,148,927,131,642
155,847,567,782,494,929,147,828,183,910,554,348,846,771,918,583,829,736,442,818
509,418,857,638,928,174,833,139,482,445,643,595,201,779,132,532,550,418,288,666
925,875,443,415,768,784,92,583,65,783,684,799,854,786,212,826,944,913,667,586
187,841,917,600,70,631,558,539,476,504,733,505,605,427,192,203,594,922,674,501
659,540,347,435,538,154,551,606,867,295,194,444,652,527,508,201,558,729,79,408
374,672,588,351,206,885,353,778,70,280,240,152,911,109,728,494,653,153,825,580
890,910,828,940,945,515,836,941,834,422,527,579,162,137,23,539,831,358,827,830
851,151,516,142,598,336,523,593,289,275,718,690,929,587,201,706,539,361,524,816
995,541,618,685,173,522,833,153,352,612,163,479,805,658,579,861,947,135,155,154
876,909,430,936,661,71,623,827,653,364,933,803,782,685,717,621,52,703,777,947
171,620,510,345,530,211,717,425,937,711,898,816,615,777,714,785,502,603,724,656
73,94,781,362,719,369,368,277,285,938,771,198,151,653,159,946,902,692,852,98
83,904,469,644,849,905,947,946,879,434,914,146,179,569,527,470,847,839,909,636
234,143,944,764,907,140,435,901,442,179,395,875,139,75,191,784,527,495,3,194
167,698,532,795,277,403,424,859,557,187,560,656,352,797,805,608,477,907,717,620
418,551,146,893,409,785,518,72,202,353,554,441,517,364,888,776,912,730,615,834
709,8,729,589,859,716,200,558,915,477,936,556,733,550,629,265,236,537,345,805
415,576,146,146,726,52,132,118,649,151,924,320,516,939,54,75,58,911,525,932
171,548,118,883,547,397,781,585,75,354,659,84,898,830,865,397,144,515,472,152
403,77,404,939,143,919,752,843,101,594,235,91,413,550,856,568,355,76,803,266
691,88,925,101,354,629,169,800,74,668,166,72,711,81,625,79,503,762,300,604
121,624,587,190,200,706,904,59,845,191,101,822,208,850,558,801,64,180,939,546
11,917,784,673,786,207,429,834,883,833,351,505,526,591,772,278,834,716,442,883
746,774,550,443,666,78,848,469,832,189,547,854,907,836,913,875,361,627,847,816
845,553,495,516,359,845,618,556,173,471,612,688,532,276,409,92,164,555,362,271
166,779,470,167,653,485,604,170,54,198,266,728,533,799,95,171,517,67,769,170
707,918,513,358,660,433,604,858,371,869,907,886,232,942,359,735,420,880,853,361
516,860,152,613,827,481,945,826,152,240,360,913,723,949,785,570,637,404,864,2
275,768,836,589,948,755,583,872,815,650,345,55,402,859,53,602,775,96,591,731
202,171,541,586,860,77,205,672,858,498,736,782,175,338,364,151,919,438,690,589
842,139,666,282,587,776,93,876,268,638,499,145,162,171,61,407,721,715,511,764
165,92,905,582,856,357,366,888,226,88,514,179,913,289,888,932,492,471,672,56
346,729,706,492,894,200,669,500,638,906,796,645,610,470,878,538,515,568,233,542
207,920,858,519,437,830,944,152,545,928,715,473,146,383,423,234,541,802,398,937
687,143,424,532,804,68,732,210,948,997,638,405,503,425,177,625,170,292,209,826
865,590,502,500,917,78,876,369,69,319,662,998,867,558,396,518,413,908,516,861
621,522,713,508,685,275,89,730,192,929,497,238,826,997,205,885,715,592,368,901
589,935,863,187,516,813,600,793,815,355,533,529,735,617,365,787,535,860,943,642
148,895,915,345,88,599,829,829,212,180,948,668,851,417,801,198,194,555,938,478
530,621,120,606,865,500,720,85,933,395,155,424,844,285,656,606,206,642,643,405
470,935,178,427,577,593,804,591,149,493,644,724,517,554,185,729,850,417,878,796
133,545,165,663,237,565,934,651,54,166,595,290,202,204,403,640,663,528,857,579
359,160,58,603,931,659,131,545,469,473,482,522,142,607,864,888,909,154,61,502
185,405,62,779,85,217,651,778,165,796,725,834,881,771,764,828,131,292,372,593
437,158,541,155,119,792,71,854,633,159,363,621,352,523,170,915,150,873,549,236
805,65,873,389,728,825,716,830,595,888,568,878,797,616,265,933,445,592,775,169
84,715,718,924,131,181,75,914,825,622,295,606,579,692,833,614,84,58,526,788
54,587,526,925,322,471,505,836,923,945,196,534,235,443,932,629,422,361,544,614
585,363,776,66,945,884,586,622,650,544,265,985,294,858,920,801,658,930,590,661
176,86,137,523,612,799,184,212,916,908,825,152,710,120,943,584,985,87,68,919
618,439,874,479,432,873,887,350,354,170,578,862,835,844,883,716,907,501,66,774
74,827,345,927,133,140,90,65,362,157,983,188,707,182,83,616,869,873,593,584
96,137,583,67,411,96,601,512,707,93,3,597,136,719,508,674,764,99,707,142
314,441,508,933,915,866,688,443,471,163,430,519,587,907,944,781,546,276,938,526
143,408,910,583,828,441,914,186,366,95,886,158,721,840,975,493,121,494,119,63
771,781,274,599,153,560,531,320,498,590,350,131,401,75,356,749,237,64,156,589
788,424,62,399,902,368,589,855,539,183,760,591,94,131,924,203,614,76,849,913
618,432,718,540,407,854,639,579,866,349,471,601,266,548,766,790,798,597,792,216
805,499,378,903,100,429,722,926,265,345,918,928,601,850,690,570,945,167,778,233
642,586,879,856,54,395,891,183,182,602,625,637,374,405,621,907,620,538,423,872
368,423,655,287,942,208,797,600,481,413,88,166,732,657,783,949,794,155,130,853
724,177,780,490,506,409,278,205,530,648,629,238,834,669,871,551,854,856,650,873
717,820,200,653,435,266,656,160,692,170,400,877,690,727,54,191,792,294,539,409
569,121,738,521,401,769,186,638,146,73,392,151,868,560,537,289,612,428,64,685
523,584,233,804,187,139,409,624,897,430,205,94,674,519,278,204,506,611,266,663
879,424,770,62,73,419,346,860,194,594,707,911,915,203,308,918,288,360,925,618
90,350,366,871,211,786,598,439,512,279,285,120,855,481,513,864,100,282,732,601
601,151,480,498,178,725,496,363,782,918,235,875,474,237,145,948,20,673,830,191
176,155,626,212,890,860,298,181,590,607,718,945,617,863,915,660,164,580,177,648
478,780,927,824,397,348,189,368,776,854,613,798,179,519,542,917,363,603,525,233
354,131,865,805,594,539,405,233,155,472,875,516,912,276,135,379,833,729,239,612
628,913,145,757,549,907,137,592,163,602,140,567,847,500,503,643,608,832,481,510
197,567,12,281,909,265,444,207,727,606,848,366,431,293,626,166,274,55,178,558
539,485,881,477,150,178,119,506,856,710,129,366,918,530,294,806,157,432,603,131
790,372,713,148,623,422,233,81,407,151,53,506,669,644,74,658,443,840,894,879
68,422,591,396,849,85,782,733,514,801,151,611,75,147,423,838,69,533,741,722
854,437,597,95,799,158,674,602,499,836,542,629,92,647,320,203,557,617,183,486
766,545,898,767,714,842,569,516,544,664,403,438,552,157,840,707,187,876,154,722
645,56,616,909,978,798,825,414,886,608,90,173,119,939,668,142,559,579,204,148
399,595,908,205,527,670,355,152,706,75,89,363,277,473,824,921,910,208,922,141
736,415,512,207,194,797,697,876,873,860,771,178,87,445,149,943,770,548,547,827
77,816,668,299,144,691,946,150,233,518,235,94,829,825,436,168,239,156,198,536
130,781,319,856,735,188,642,590,174,170,504,844,711,904,499,817,841,367,100,780
638,943,445,139,280,598,947,153,979,404,936,437,474,168,496,155,442,345,52,856
920,725,526,637,495,606,767,670,88,204,621,723,931,846,373,218,508,766,92,869
548,683,597,81,716,480,586,644,118,184,911,348,690,865,801,628,202,656,421,781
732,188,518,837,347,520,543,923,930,777,650,712,179,841,2,917,539,873,317,726
70,74,190,686,555,502,286,359,803,592,234,413,862,762,713,786,54,516,579,590
855,60,405,724,303,718,867,690,887,834,618,423,847,591,638,165,513,804,420,802
114,477,659,67,595,675,687,512,170,583,366,733,499,481,941,830,523,926,538,481
286,675,598,906,206,182,394,724,883,146,497,829,132,854,148,768,357,191,480,916
121,779,876,926,346,199,132,668,626,557,591,547,790,157,51,653,646,157,654,574
151,643,618,862,690,935,157,180,430,265,590,88,238,503,286,844,787,83,602,410
663,202,92,589,709,916,52,866,863,661,694,498,799,832,560,766,75,63,522,588
232,826,184,776,362,410,189,201,424,711,781,872,206,133,730,319,618,806,773,516
789,731,361,904,190,454,82,70,400,850,133,711,500,773,480,282,427,144,931,724
195,69,786,54,908,805,292,50,615,946,804,932,975,367,666,396,344,642,733,197
947,783,55,802,287,860,796,866,281,523,317,150,691,52,174,716,56,603,671,395
662,594,555,781,569,140,184,559,502,815,318,266,774,780,934,925,606,479,590,983
792,520,160,163,599,61,602,200,864,423,402,627,616,934,658,431,472,791,920,982
64,437,690,155,433,507,98,346,239,904,359,208,986,906,90,609,878,167,937,352
